songId,bar,time
let-it-be,1,0
let-it-be,2,3.429
let-it-be,3,6.857
let-it-be,4,10.286
let-it-be,5,13.714
let-it-be,6,17.143
let-it-be,7,20.571
let-it-be,8,24
let-it-be,9,27.429
let-it-be,10,30.857
let-it-be,11,34.286
let-it-be,12,37.714
let-it-be,13,41.143
let-it-be,14,44.571
let-it-be,15,48
let-it-be,16,51.429
let-it-be,17,54.857
let-it-be,18,58.286
let-it-be,19,61.714
let-it-be,20,65.143
let-it-be,21,68.571
let-it-be,22,72
let-it-be,23,75.429
let-it-be,24,78.857
let-it-be,25,82.286
let-it-be,26,85.714
let-it-be,27,89.143
let-it-be,28,92.571
let-it-be,29,96
let-it-be,30,99.429
let-it-be,31,102.857
let-it-be,32,106.286
let-it-be,33,109.714
let-it-be,34,113.143
let-it-be,35,116.571
let-it-be,36,120
let-it-be,37,123.429
let-it-be,38,126.857
let-it-be,39,130.286
let-it-be,40,133.714
let-it-be,41,137.143
let-it-be,42,140.571
let-it-be,43,144
let-it-be,44,147.429
let-it-be,45,150.857
let-it-be,46,154.286
let-it-be,47,157.714
let-it-be,48,161.143
let-it-be,49,164.571
let-it-be,50,168
let-it-be,51,171.429
let-it-be,52,174.857
let-it-be,53,178.286
let-it-be,54,181.714
let-it-be,55,185.143
let-it-be,56,188.571
let-it-be,57,192
let-it-be,58,195.429
let-it-be,59,198.857
let-it-be,60,202.286
let-it-be,61,205.714
let-it-be,62,209.143
let-it-be,63,212.571
let-it-be,64,216
let-it-be,65,219.429
let-it-be,66,222.857
let-it-be,67,226.286
let-it-be,68,229.714
let-it-be,69,233.143
let-it-be,70,236.571
let-it-be,71,240
let-it-be,72,243.429
