songId,time,midi,name,duration,velocity
stand-by-me,1.790,47,B2,0.326,0.488
stand-by-me,2.019,51,D#3,0.230,0.543
stand-by-me,2.269,52,E3,0.160,0.614
stand-by-me,3.010,52,E3,0.706,0.591
stand-by-me,3.766,47,B2,0.315,0.512
stand-by-me,4.009,51,D#3,0.151,0.386
stand-by-me,4.249,52,E3,0.144,0.551
stand-by-me,4.992,52,E3,0.712,0.543
stand-by-me,5.771,52,E3,0.233,0.567
stand-by-me,6.002,51,D#3,0.179,0.488
stand-by-me,6.276,49,C#3,0.189,0.559
stand-by-me,6.981,49,C#3,0.727,0.575
stand-by-me,7.746,47,B2,0.393,0.504
stand-by-me,8.207,49,C#3,0.125,0.606
stand-by-me,8.931,49,C#3,0.677,0.630
stand-by-me,9.675,49,C#3,0.247,0.504
stand-by-me,9.927,47,B2,0.158,0.535
stand-by-me,10.188,45,A2,0.271,0.543
stand-by-me,10.950,45,A2,0.642,0.480
stand-by-me,11.689,45,A2,0.256,0.528
stand-by-me,11.931,49,C#3,0.197,0.425
stand-by-me,12.186,47,B2,0.164,0.551
stand-by-me,12.951,47,B2,0.736,0.575
stand-by-me,13.765,47,B2,0.265,0.528
stand-by-me,14.013,51,D#3,0.226,0.480
stand-by-me,14.280,52,E3,0.174,0.535
stand-by-me,15.021,52,E3,0.709,0.606
stand-by-me,15.818,47,B2,0.263,0.504
stand-by-me,16.060,51,D#3,0.159,0.488
stand-by-me,16.306,52,E3,0.163,0.535
stand-by-me,17.057,52,E3,0.762,0.528
stand-by-me,17.864,47,B2,0.285,0.472
stand-by-me,18.102,51,D#3,0.182,0.472
stand-by-me,18.352,52,E3,0.215,0.575
stand-by-me,19.086,52,E3,0.779,0.528
stand-by-me,19.907,47,B2,0.335,0.441
stand-by-me,20.165,51,D#3,0.194,0.409
stand-by-me,20.421,52,E3,0.185,0.512
stand-by-me,21.158,52,E3,0.689,0.535
stand-by-me,21.947,52,E3,0.192,0.551
stand-by-me,22.177,51,D#3,0.160,0.488
stand-by-me,22.425,49,C#3,0.168,0.567
stand-by-me,23.108,49,C#3,0.751,0.543
stand-by-me,23.884,47,B2,0.394,0.472
stand-by-me,24.360,49,C#3,0.137,0.472
stand-by-me,25.073,49,C#3,0.711,0.543
stand-by-me,25.855,49,C#3,0.222,0.457
stand-by-me,26.086,47,B2,0.270,0.535
stand-by-me,26.341,45,A2,0.116,0.488
stand-by-me,27.076,45,A2,0.623,0.551
stand-by-me,27.794,45,A2,0.253,0.496
stand-by-me,28.041,49,C#3,0.202,0.496
stand-by-me,28.285,47,B2,0.182,0.480
stand-by-me,28.988,47,B2,0.655,0.535
stand-by-me,29.760,47,B2,0.238,0.535
stand-by-me,29.974,51,D#3,0.188,0.535
stand-by-me,30.254,52,E3,0.157,0.528
stand-by-me,30.974,52,E3,0.682,0.535
stand-by-me,31.754,47,B2,0.278,0.512
stand-by-me,31.992,51,D#3,0.140,0.512
stand-by-me,32.257,52,E3,0.150,0.591
stand-by-me,32.960,52,E3,0.714,0.559
stand-by-me,33.769,47,B2,0.266,0.535
stand-by-me,33.983,51,D#3,0.141,0.528
stand-by-me,34.263,52,E3,0.150,0.567
stand-by-me,34.978,52,E3,0.627,0.583
stand-by-me,35.718,47,B2,0.256,0.504
stand-by-me,35.922,51,D#3,0.192,0.496
stand-by-me,36.191,52,E3,0.185,0.551
stand-by-me,36.896,52,E3,0.676,0.551
stand-by-me,37.665,52,E3,0.202,0.591
stand-by-me,37.909,51,D#3,0.124,0.528
stand-by-me,38.149,49,C#3,0.138,0.559
stand-by-me,38.828,49,C#3,0.737,0.496
stand-by-me,39.601,47,B2,0.366,0.528
stand-by-me,40.069,49,C#3,0.147,0.614
stand-by-me,40.779,49,C#3,0.685,0.543
stand-by-me,41.527,49,C#3,0.232,0.472
stand-by-me,41.764,47,B2,0.286,0.480
stand-by-me,41.999,45,A2,0.124,0.567
stand-by-me,42.689,45,A2,0.671,0.528
stand-by-me,43.442,45,A2,0.247,0.575
stand-by-me,43.666,49,C#3,0.194,0.465
stand-by-me,43.908,47,B2,0.142,0.575
stand-by-me,44.594,47,B2,0.671,0.528
stand-by-me,45.343,47,B2,0.254,0.528
stand-by-me,45.563,51,D#3,0.171,0.441
stand-by-me,45.816,52,E3,0.174,0.559
stand-by-me,46.531,52,E3,0.659,0.543
stand-by-me,47.292,47,B2,0.279,0.512
stand-by-me,47.516,51,D#3,0.156,0.441
stand-by-me,47.777,52,E3,0.146,0.543
stand-by-me,48.486,52,E3,0.747,0.575
stand-by-me,49.283,47,B2,0.262,0.528
stand-by-me,49.506,51,D#3,0.179,0.354
stand-by-me,49.773,52,E3,0.178,0.528
stand-by-me,50.499,52,E3,0.736,0.504
